И.С. РукавишниковПриключения Кронтика. В ожидании чудес. Книга для работы взрослых с детьми;99.99.99.99.99.99;;И.С. Рукавишников;Приключения Кронтика. В ожидании чудес. Книга для работы взрослых с детьми;учебное пособие;;0,1;847
И.С. РукавишниковПриключения Кронтика. Новогодняя история. Книга для работы взрослых с детьми;99.99.99.99.99.99;;И.С. Рукавишников;Приключения Кронтика. Новогодняя история. Книга для работы взрослых с детьми;учебное пособие;;0,1;847
Федотова О.Н.Маша и Миша изучают окружающий мир. Книга для работы взрослых с детьми;99.99.99.99.99.99;;Федотова О.Н.;Маша и Миша изучают окружающий мир. Книга для работы взрослых с детьми;учебное пособие;;0,1;242
Федотова О.Н.Маша и Миша изучают окружающий мир. Тетрадь для работы взрослых с детьми;99.99.99.99.99.99;;Федотова О.Н.;Маша и Миша изучают окружающий мир. Тетрадь для работы взрослых с детьми;тетрадь;;0,1;60,5
Захарова О.А.Учимся записывать числа. Тетрадь для работы взрослых с детьми                                      ;99.99.99.99.99.99;;Захарова О.А.;Учимся записывать числа. Тетрадь для работы взрослых с детьми                                      ;тетрадь;;0,1;96,8
Чуракова Р.Г.Кронтик учится считать. Книга для работы взрослых с детьми;99.99.99.99.99.99;;Чуракова Р.Г.;Кронтик учится считать. Книга для работы взрослых с детьми;учебное пособие;;0,1;326,7
Чуракова Р.Г.Кронтик учится считать. Тетрадь для работы  взрослых с детьми;99.99.99.99.99.99;;Чуракова Р.Г.;Кронтик учится считать. Тетрадь для работы  взрослых с детьми;тетрадь;;0,1;96,8
Захарова О.А., Чуракова Р.Г.Кронтик учится рисовать фигуры. Книга для работы  взрослых с детьми;99.99.99.99.99.99;;Захарова О.А., Чуракова Р.Г.;Кронтик учится рисовать фигуры. Книга для работы  взрослых с детьми;учебное пособие;;0,1;242
Захарова О.А., Чуракова Р.Г. Кронтик учится рисовать фигуры. Тетрадь для работы взрослых с детьми;99.99.99.99.99.99;;Захарова О.А., Чуракова Р.Г. ;Кронтик учится рисовать фигуры. Тетрадь для работы взрослых с детьми;тетрадь;;0,1;72,6
Рукавишников И.С., Раджувейт Т.Г.Друзья Кронтика учатся читать. Книга для работы взрослых с детьми;99.99.99.99.99.99;;Рукавишников И.С., Раджувейт Т.Г.;Друзья Кронтика учатся читать. Книга для работы взрослых с детьми;учебное пособие;;0,1;302,5
Рукавишников И.С., Раджувейт Т.Г.Кронтик осваивает звуки. Книга для работы взрослых с детьми                       ;99.99.99.99.99.99;;Рукавишников И.С., Раджувейт Т.Г.;Кронтик осваивает звуки. Книга для работы взрослых с детьми                       ;учебное пособие;;0,1;641,3
Малаховская О.В.Кронтик учится слушать и рассуждать. Книга для работы взрослых с детьми;99.99.99.99.99.99;;Малаховская О.В.;Кронтик учится слушать и рассуждать. Книга для работы взрослых с детьми;учебное пособие;;0,1;326,7
Малаховская О.В.Кронтик учится слушать и рассуждать. Тетрадь для работы взрослых с детьми;99.99.99.99.99.99;;Малаховская О.В.;Кронтик учится слушать и рассуждать. Тетрадь для работы взрослых с детьми;тетрадь;;0,1;72,6
Раджувейт Т.Г., Рукавишников И.С.Учимся писать буквы. Тетрадь для работы взрослых с детьми;99.99.99.99.99.99;;Раджувейт Т.Г., Рукавишников И.С.;Учимся писать буквы. Тетрадь для работы взрослых с детьми;тетрадь;;0,1;108,9
Чуракова Н.А.Кронтик в музее. Как там - внутри картин? Книга для работы взрослых с детьми.                                                                                                               ;99.99.99.99.99.99;;Чуракова Н.А.;Кронтик в музее. Как там - внутри картин? Книга для работы взрослых с детьми.                                                                                                               ;учебное пособие;;0,1;435,6
Чуракова Н.А.В музее с Кронтильдой. Книга для работы взрослых с детьми.;99.99.99.99.99.99;;Чуракова Н.А.;В музее с Кронтильдой. Книга для работы взрослых с детьми.;учебное пособие;;0,1;532,4
Чуракова Н.А.Кронтик в музее. История с волшебной палочкой. Книга для работы  взрослых с детьми;99.99.99.99.99.99;;Чуракова Н.А.;Кронтик в музее. История с волшебной палочкой. Книга для работы  взрослых с детьми;учебное пособие;;0,1;459,8
Агаркова Н.Г., Агарков Ю.А.Учебник по обучению грамоте и чтению: Азбука. 1 класс;1.1.1.1.1.1;1.1.1.1.1.1;Агаркова Н.Г., Агарков Ю.А.;Учебник по обучению грамоте и чтению: Азбука. 1 класс;учебник;1;0,1;350,9
Чуракова Н.А.Русский язык. 1 класс. Учебник.                                                              ;1.1.1.1.1.2 ;1.1.1.1.1.2 ;Чуракова Н.А.;Русский язык. 1 класс. Учебник.                                                              ;учебник;1;0,1;350,9
Чуракова Н.А.Русский язык. 2 класс. Учебник. Часть 1 ;1.1.1.1.1.3;1.1.1.1.1.3;Чуракова Н.А.;Русский язык. 2 класс. Учебник. Часть 1 ;учебник;2;0,1;350,9
Каленчук М.Л., Малаховская О.В., Чуракова Н.А.Русский язык. 2 класс. Учебник. Часть 2                                                                                   ;1.1.1.1.1.3;1.1.1.1.1.3;Каленчук М.Л., Малаховская О.В., Чуракова Н.А.;Русский язык. 2 класс. Учебник. Часть 2                                                                                   ;учебник;2;0,1;350,9
Чуракова Н.А.Русский язык. 2 класс. Учебник. Часть 3;1.1.1.1.1.3;1.1.1.1.1.3;Чуракова Н.А.;Русский язык. 2 класс. Учебник. Часть 3;учебник;2;0,1;350,9
Каленчук М.Л., Чуракова Н.А., Байкова Т.А.Русский язык. 3 класс. Учебник.Часть 1                                                       ;1.1.1.1.1.4 ;1.1.1.1.1.4 ;Каленчук М.Л., Чуракова Н.А., Байкова Т.А.;Русский язык. 3 класс. Учебник.Часть 1                                                       ;учебник;3;0,1;338,8
Каленчук М.Л., Малаховская О.В., Чуракова Н.А.Русский язык. 3 класс. Учебник. Часть 2 ;1.1.1.1.1.4 ;1.1.1.1.1.4 ;Каленчук М.Л., Малаховская О.В., Чуракова Н.А.;Русский язык. 3 класс. Учебник. Часть 2 ;учебник;3;0,1;338,8
Каленчук М.Л., Чуракова Н.А., Байкова Т.А.Русский язык. 3 класс. Учебник. Часть 3 ;1.1.1.1.1.4 ;1.1.1.1.1.4 ;Каленчук М.Л., Чуракова Н.А., Байкова Т.А.;Русский язык. 3 класс. Учебник. Часть 3 ;учебник;3;0,1;338,8
Каленчук М.Л., Чуракова Н.А., Байкова Т.А.Русский язык. 4 класс. Учебник. Часть 1;1.1.1.1.1.5 ;1.1.1.1.1.5 ;Каленчук М.Л., Чуракова Н.А., Байкова Т.А.;Русский язык. 4 класс. Учебник. Часть 1;учебник;4;0,1;350,9
Каленчук М.Л., Чуракова Н.А., Малаховская О.В.Русский язык. 4 класс. Учебник. Часть 2 ;1.1.1.1.1.5 ;1.1.1.1.1.5 ;Каленчук М.Л., Чуракова Н.А., Малаховская О.В.;Русский язык. 4 класс. Учебник. Часть 2 ;учебник;4;0,1;350,9
Каленчук М.Л., Чуракова Н.А., Байкова Т.А.Русский язык. 4 класс. Учебник. Часть 3 ;1.1.1.1.1.5 ;1.1.1.1.1.5 ;Каленчук М.Л., Чуракова Н.А., Байкова Т.А.;Русский язык. 4 класс. Учебник. Часть 3 ;учебник;4;0,1;350,9
Агаркова Н.Г., Агарков Ю.А.Азбука. 1 класс. Тетрадь по письму № 1;99.99.99.99.99.99;;Агаркова Н.Г., Агарков Ю.А.;Азбука. 1 класс. Тетрадь по письму № 1;тетрадь;1;0,1;108,9
Агаркова Н.Г., Агарков Ю.А.Азбука. 1 класс. Тетрадь по письму № 2;99.99.99.99.99.99;;Агаркова Н.Г., Агарков Ю.А.;Азбука. 1 класс. Тетрадь по письму № 2;тетрадь;1;0,1;145,2
Агаркова Н.Г., Агарков Ю.А.Азбука. 1 класс. Тетрадь по письму № 3;99.99.99.99.99.99;;Агаркова Н.Г., Агарков Ю.А.;Азбука. 1 класс. Тетрадь по письму № 3;тетрадь;1;0,1;133,1
Гольфман Е.Р., Чуракова Н.А.Русский язык. 1 класс. Тетрадь для самостоятельной  работы ;99.99.99.99.99.99;;Гольфман Е.Р., Чуракова Н.А.;Русский язык. 1 класс. Тетрадь для самостоятельной  работы ;тетрадь;1;0,1;169,4
Байкова Т.А., Малаховская О.В., Гольфман Е.Р.Русский язык. 2 класс. Тетрадь для самостоятельной работы № 1                                       ;99.99.99.99.99.99;;Байкова Т.А., Малаховская О.В., Гольфман Е.Р.;Русский язык. 2 класс. Тетрадь для самостоятельной работы № 1                                       ;тетрадь;2;0,1;181,5
Байкова Т.А., Малаховская О.В.Русский язык. 2 класс. Тетрадь для самостоятельной  работы № 2;99.99.99.99.99.99;;Байкова Т.А., Малаховская О.В.;Русский язык. 2 класс. Тетрадь для самостоятельной  работы № 2;тетрадь;2;0,1;169,4
Байкова Т.А.Русский язык. 3 класс. Тетрадь для самостоятельной работы № 1;99.99.99.99.99.99;;Байкова Т.А.;Русский язык. 3 класс. Тетрадь для самостоятельной работы № 1;тетрадь;3;0,1;181,5
Байкова Т.А.Русский язык. 3 класс. Тетрадь для самостоятельной  работы № 2;99.99.99.99.99.99;;Байкова Т.А.;Русский язык. 3 класс. Тетрадь для самостоятельной  работы № 2;тетрадь;3;0,1;169,4
Байкова Т.А.Русский язык. 4 класс. Тетрадь для самостоятельной работы № 1;99.99.99.99.99.99;;Байкова Т.А.;Русский язык. 4 класс. Тетрадь для самостоятельной работы № 1;тетрадь;4;0,1;181,5
Байкова Т.А.Русский язык. 4 класс. Тетрадь для самостоятельной  работы № 2;99.99.99.99.99.99;;Байкова Т.А.;Русский язык. 4 класс. Тетрадь для самостоятельной  работы № 2;тетрадь;4;0,1;169,4
Чуракова Н.А.Литературное чтение. 1 класс. Учебник;1.1.1.2.9.1 ;1.1.1.2.9.1 ;Чуракова Н.А.;Литературное чтение. 1 класс. Учебник;учебник;1;0,1;350,9
Чуракова Н.А.Литературное чтение. 2 класс. Учебник. Часть 1;1.1.1.2.9.2 ;1.1.1.2.9.2 ;Чуракова Н.А.;Литературное чтение. 2 класс. Учебник. Часть 1;учебник;2;0,1;350,9
Чуракова Н.А.Литературное чтение. 2 класс. Учебник. Часть 2;1.1.1.2.9.2 ;1.1.1.2.9.2 ;Чуракова Н.А.;Литературное чтение. 2 класс. Учебник. Часть 2;учебник;2;0,1;350,9
Чуракова Н.А.Литературное чтение. 3 класс. Учебник. Часть 1;1.1.1.2.9.3;1.1.1.2.9.3;Чуракова Н.А.;Литературное чтение. 3 класс. Учебник. Часть 1;учебник;3;0,1;350,9
Чуракова Н.А.Литературное чтение. 3 класс. Учебник. Часть 2;1.1.1.2.9.3;1.1.1.2.9.3;Чуракова Н.А.;Литературное чтение. 3 класс. Учебник. Часть 2;учебник;3;0,1;350,9
Чуракова Н.А.Литературное чтение. 4 класс. Учебник. Часть 1;1.1.1.2.9.4;1.1.1.2.9.4;Чуракова Н.А.;Литературное чтение. 4 класс. Учебник. Часть 1;учебник;4;0,1;350,9
Чуракова Н.А.Литературное чтение. 4 класс. Учебник. Часть 2;1.1.1.2.9.4;1.1.1.2.9.4;Чуракова Н.А.;Литературное чтение. 4 класс. Учебник. Часть 2;учебник;4;0,1;350,9
Чуракова Н.А.Литературное чтение. 1 класс. Хрестоматия;99.99.99.99.99.99;;Чуракова Н.А.;Литературное чтение. 1 класс. Хрестоматия;хрестоматия;1;0,1;278,3
Малаховская О.В.Литературное чтение. 2 класс. Хрестоматия;99.99.99.99.99.99;;Малаховская О.В.;Литературное чтение. 2 класс. Хрестоматия;хрестоматия;2;0,1;278,3
Малаховская О.В.Литературное чтение. 3 класс. Хрестоматия;99.99.99.99.99.99;;Малаховская О.В.;Литературное чтение. 3 класс. Хрестоматия;хрестоматия;3;0,1;278,3
Малаховская О.В.Литературное чтение. 4 класс. Хрестоматия;99.99.99.99.99.99;;Малаховская О.В.;Литературное чтение. 4 класс. Хрестоматия;хрестоматия;4;0,1;326,7
Малаховская О.В.Литературное чтение. 1 класс. Тетрадь для самостоятельной работы ;99.99.99.99.99.99;;Малаховская О.В.;Литературное чтение. 1 класс. Тетрадь для самостоятельной работы ;тетрадь;1;0,1;169,4
Малаховская О.В.Литературное чтение. 2 класс. Тетрадь для самостоятельной работы № 1 ;99.99.99.99.99.99;;Малаховская О.В.;Литературное чтение. 2 класс. Тетрадь для самостоятельной работы № 1 ;тетрадь;2;0,1;169,4
Малаховская О.В.Литературное чтение. 2 класс. Тетрадь для самостоятельной работы № 2 ;99.99.99.99.99.99;;Малаховская О.В.;Литературное чтение. 2 класс. Тетрадь для самостоятельной работы № 2 ;тетрадь;2;0,1;169,4
Малаховская О.В.Литературное чтение. 3 класс. Тетрадь для самостоятельной работы № 1 ;99.99.99.99.99.99;;Малаховская О.В.;Литературное чтение. 3 класс. Тетрадь для самостоятельной работы № 1 ;тетрадь;3;0,1;169,4
Малаховская О.В.Литературное чтение. 3 класс. Тетрадь для самостоятельной работы № 2 ;99.99.99.99.99.99;;Малаховская О.В.;Литературное чтение. 3 класс. Тетрадь для самостоятельной работы № 2 ;тетрадь;3;0,1;169,4
Малаховская О.В., Чуракова Н.А.Литературное чтение. 4 класс. Тетрадь для самостоятельной работы № 1 ;99.99.99.99.99.99;;Малаховская О.В., Чуракова Н.А.;Литературное чтение. 4 класс. Тетрадь для самостоятельной работы № 1 ;тетрадь;4;0,1;169,4
Малаховская О.В., Чуракова Н.А.Литературное чтение. 4 класс. Тетрадь для самостоятельной работы № 2 ;99.99.99.99.99.99;;Малаховская О.В., Чуракова Н.А.;Литературное чтение. 4 класс. Тетрадь для самостоятельной работы № 2 ;тетрадь;4;0,1;169,4
Тер-Минасова С.Г., Узунова Л.М., Обукаускайте Д.С., Сухина Е.И.Английский язык. 2 класс. Учебник. Часть 1 + CD;1.1.1.3.8.1 ;1.1.1.3.8.1 ;Тер-Минасова С.Г., Узунова Л.М., Обукаускайте Д.С., Сухина Е.И.;Английский язык. 2 класс. Учебник. Часть 1 + CD;учебник;2;0,18;389,4
Тер-Минасова С.Г., Узунова Л.М., Обукаускайте Д.С., Сухина Е.И.Английский язык. 2 класс. Учебник. Часть 2;1.1.1.3.8.1 ;1.1.1.3.8.1 ;Тер-Минасова С.Г., Узунова Л.М., Обукаускайте Д.С., Сухина Е.И.;Английский язык. 2 класс. Учебник. Часть 2;учебник;2;0,1;338,8
Тер-Минасова С.Г., Узунова Л.М., Сухина Е.И.Английский язык 3 кл. Учебник. Часть 1 + CD;1.1.1.3.8.2 ;1.1.1.3.8.2 ;Тер-Минасова С.Г., Узунова Л.М., Сухина Е.И.;Английский язык 3 кл. Учебник. Часть 1 + CD;учебник;3;0,18;389,4
Тер-Минасова С.Г., Узунова Л.М., Сухина Е.И.Английский язык. 3 класс. Учебник. Часть 2;1.1.1.3.8.2 ;1.1.1.3.8.2 ;Тер-Минасова С.Г., Узунова Л.М., Сухина Е.И.;Английский язык. 3 класс. Учебник. Часть 2;учебник;3;0,1;338,8
Тер-Минасова С.Г., Узунова Л.М., Сухина Е.И., Собещанская Ю.О.Английский язык. 4 класс. Учебник. Часть 1 + CD;1.1.1.3.8.3;1.1.1.3.8.3;Тер-Минасова С.Г., Узунова Л.М., Сухина Е.И., Собещанская Ю.О.;Английский язык. 4 класс. Учебник. Часть 1 + CD;учебник;4;0,18;389,4
Тер-Минасова С.Г., Узунова Л.М., Сухина Е.И., Собещанская Ю.О.Английский язык. 4 класс. Учебник. Часть 2;1.1.1.3.8.3;1.1.1.3.8.3;Тер-Минасова С.Г., Узунова Л.М., Сухина Е.И., Собещанская Ю.О.;Английский язык. 4 класс. Учебник. Часть 2;учебник;4;0,1;338,8
"Тер-Минасова С.Г. и др.Английский язык. 2 класс. Книга для чтения
 ";99.99.99.99.99.99;;Тер-Минасова С.Г. и др.;"Английский язык. 2 класс. Книга для чтения
 ";хрестоматия;2;0,1;290,4
Тер-Минасова С.Г. и др.Английский язык. 3 кл. Книга для чтения;99.99.99.99.99.99;;Тер-Минасова С.Г. и др.;Английский язык. 3 кл. Книга для чтения;хрестоматия;3;0,1;205,7
Тер-Минасова С.Г. и др.Английский язык. 4 класс. Книга для чтения;99.99.99.99.99.99;;Тер-Минасова С.Г. и др.;Английский язык. 4 класс. Книга для чтения;хрестоматия;4;0,1;181,5
"Тер-Минасова С.Г. и др.Английский язык. 2 класс. Рабочая тетрадь 
";99.99.99.99.99.99;;Тер-Минасова С.Г. и др.;"Английский язык. 2 класс. Рабочая тетрадь 
";тетрадь;2;0,1;254,1
Н.В.Бочкова, Н.Н.КузнецоваАнглийский язык. Пишем и играем. Тетрадь по письму. 2 класс;99.99.99.99.99.99;;Н.В.Бочкова, Н.Н.Кузнецова;Английский язык. Пишем и играем. Тетрадь по письму. 2 класс;тетрадь;2;0,1;217,8
Тер-Минасова С.Г. и др.Английский язык. 3 класс. Рабочая тетрадь ;99.99.99.99.99.99;;Тер-Минасова С.Г. и др.;Английский язык. 3 класс. Рабочая тетрадь ;тетрадь;3;0,1;278,3
Тер-Минасова С.Г. и др.Английский язык. 4 класс. Рабочая тетрадь ;99.99.99.99.99.99;;Тер-Минасова С.Г. и др.;Английский язык. 4 класс. Рабочая тетрадь ;тетрадь;4;0,1;242
Чекин А.Л.Математика. 1 класс. Учебник. Часть 1;1.1.2.1.11.1;1.1.2.1.11.1;Чекин А.Л.;Математика. 1 класс. Учебник. Часть 1;учебник;1;0,1;350,9
Чекин А.Л.Математика. 1 класс. Учебник. Часть 2;1.1.2.1.11.1;1.1.2.1.11.1;Чекин А.Л.;Математика. 1 класс. Учебник. Часть 2;учебник;1;0,1;350,9
Чекин А.Л.Математика. 2 класс. Учебник. Часть 1;1.1.2.1.11.2;1.1.2.1.11.2;Чекин А.Л.;Математика. 2 класс. Учебник. Часть 1;учебник;2;0,1;350,9
Чекин А.Л.Математика. 2 класс. Учебник. Часть 2;1.1.2.1.11.2;1.1.2.1.11.2;Чекин А.Л.;Математика. 2 класс. Учебник. Часть 2;учебник;2;0,1;350,9
Чекин А.Л. Математика. 3 класс. Учебник. Часть 1; 1.1.2.1.11.3; 1.1.2.1.11.3;Чекин А.Л. ;Математика. 3 класс. Учебник. Часть 1;учебник;3;0,1;278,3
Чекин А.Л. Математика. 3 класс. Учебник. Часть 2; 1.1.2.1.11.3; 1.1.2.1.11.3;Чекин А.Л. ;Математика. 3 класс. Учебник. Часть 2;учебник;3;0,1;278,3
Чекин А.Л.Математика. 4 класс. Учебник. Часть 1;1.1.2.1.11.4;1.1.2.1.11.4;Чекин А.Л.;Математика. 4 класс. Учебник. Часть 1;учебник;4;0,1;302,5
Чекин А.Л.Математика. 4 класс. Учебник. Часть 2;1.1.2.1.11.4;1.1.2.1.11.4;Чекин А.Л.;Математика. 4 класс. Учебник. Часть 2;учебник;4;0,1;302,5
Захарова О.А., Юдина Е.П.  Математика в вопросах и заданиях. 1 класс. Тетрадь для самостоятельной  работы № 1 ;99.99.99.99.99.99;;Захарова О.А., Юдина Е.П.  ;Математика в вопросах и заданиях. 1 класс. Тетрадь для самостоятельной  работы № 1 ;тетрадь;1;0,1;169,4
Захарова О.А., Юдина Е.П.  Математика в вопросах и заданиях. 1 класс. Тетрадь для самостоятельной  работы № 2 ;99.99.99.99.99.99;;Захарова О.А., Юдина Е.П.  ;Математика в вопросах и заданиях. 1 класс. Тетрадь для самостоятельной  работы № 2 ;тетрадь;1;0,1;169,4
Захарова О.А., Юдина Е.П.  Математика в вопросах и заданиях. 2 класс. Тетрадь для самостоятельной  работы № 1 ;99.99.99.99.99.99;;Захарова О.А., Юдина Е.П.  ;Математика в вопросах и заданиях. 2 класс. Тетрадь для самостоятельной  работы № 1 ;тетрадь;2;0,1;169,4
Захарова О.А., Юдина Е.П.  Математика в вопросах и заданиях. 2 класс. Тетрадь для самостоятельной  работы № 2 ;99.99.99.99.99.99;;Захарова О.А., Юдина Е.П.  ;Математика в вопросах и заданиях. 2 класс. Тетрадь для самостоятельной  работы № 2 ;тетрадь;2;0,1;169,4
Захарова О.А.Математика в практических заданиях. 2 класс. Тетрадь для самостоятельной работы № 3;99.99.99.99.99.99;;Захарова О.А.;Математика в практических заданиях. 2 класс. Тетрадь для самостоятельной работы № 3;тетрадь;2;0,1;133,1
Захарова О.А., Юдина Е.П.  Математика в вопросах и заданиях. 3 класс. Тетрадь для самостоятельной работы № 1 ;99.99.99.99.99.99;;Захарова О.А., Юдина Е.П.  ;Математика в вопросах и заданиях. 3 класс. Тетрадь для самостоятельной работы № 1 ;тетрадь;3;0,1;169,4
Захарова О.А., Юдина Е.П.  Математика в вопросахи заданиях. 3 класс. Тетрадь для самостоятельной работы № 2 ;99.99.99.99.99.99;;Захарова О.А., Юдина Е.П.  ;Математика в вопросахи заданиях. 3 класс. Тетрадь для самостоятельной работы № 2 ;тетрадь;3;0,1;169,4
Захарова О.А.Математика в практических заданиях. 3 класс. Тетрадь для самостоятельной работы № 3;99.99.99.99.99.99;;Захарова О.А.;Математика в практических заданиях. 3 класс. Тетрадь для самостоятельной работы № 3;тетрадь;3;0,1;133,1
Захарова О.А., Юдина Е.П.  Математика в вопросах и заданиях. 4 класс. Тетрадь для самостоятельной работы № 1 ;99.99.99.99.99.99;;Захарова О.А., Юдина Е.П.  ;Математика в вопросах и заданиях. 4 класс. Тетрадь для самостоятельной работы № 1 ;тетрадь;4;0,1;169,4
Захарова О.А., Юдина Е.П.Математика в вопросах и заданиях. 4 класс. Тетрадь для самостоятельной работы № 2 ;99.99.99.99.99.99;;Захарова О.А., Юдина Е.П.;Математика в вопросах и заданиях. 4 класс. Тетрадь для самостоятельной работы № 2 ;тетрадь;4;0,1;169,4
Захарова О.А.Математика в практических заданиях. 4 класс. Тетрадь для самостоятельной работы № 3;99.99.99.99.99.99;;Захарова О.А.;Математика в практических заданиях. 4 класс. Тетрадь для самостоятельной работы № 3;тетрадь;4;0,1;133,1
Р.Г. ЧураковаМатематика. Справочник ученика начальных классов. Единицы измерения величин. Перевод единиц измерения;99.99.99.99.99.99;;Р.Г. Чуракова;Математика. Справочник ученика начальных классов. Единицы измерения величин. Перевод единиц измерения;справочная литература;1-4;0,1;121
Р.Г.ЧураковаМатематика. Справочник ученика начальных классов. Геометрия;99.99.99.99.99.99;;Р.Г.Чуракова;Математика. Справочник ученика начальных классов. Геометрия;справочная литература;1-4;0,1;133,1
Бененсон Е.П., Паутова А. Г.Информатика и ИКТ. 2 класс. Учебник. Часть 1 + CD;2.1.2.2.1.1 ;2.1.2.2.1.1 ;Бененсон Е.П., Паутова А. Г.;Информатика и ИКТ. 2 класс. Учебник. Часть 1 + CD;учебник;2;0,18;389,4
Бененсон Е.П., Паутова А.ГИнформатика и ИКТ. 2 класс. Учебник. Часть 2;2.1.2.2.1.1 ;2.1.2.2.1.1 ;Бененсон Е.П., Паутова А.Г;Информатика и ИКТ. 2 класс. Учебник. Часть 2;учебник;2;0,1;290,4
Бененсон Е.П., Паутова А. Г.Информатика и ИКТ. 3 класс. Учебник. Часть 1 + CD;2.1.2.2.1.2 ;2.1.2.2.1.2 ;Бененсон Е.П., Паутова А. Г.;Информатика и ИКТ. 3 класс. Учебник. Часть 1 + CD;учебник;3;0,18;389,4
Бененсон Е.П., Паутова А. Г.Информатика и ИКТ. 3 класс. Учебник. Часть 2;2.1.2.2.1.2 ;2.1.2.2.1.2 ;Бененсон Е.П., Паутова А. Г.;Информатика и ИКТ. 3 класс. Учебник. Часть 2;учебник;3;0,1;290,4
Бененсон Е.П., Паутова А. Г.Информатика и ИКТ. 4 класс. Учебник. Часть 1 + CD;2.1.2.2.1.3;2.1.2.2.1.3;Бененсон Е.П., Паутова А. Г.;Информатика и ИКТ. 4 класс. Учебник. Часть 1 + CD;учебник;4;0,18;389,4
 Бененсон Е.П., Паутова А. Г.Информатика и ИКТ. 4 класс. Учебник. Часть 2;2.1.2.2.1.3;2.1.2.2.1.3; Бененсон Е.П., Паутова А. Г.;Информатика и ИКТ. 4 класс. Учебник. Часть 2;учебник;4;0,1;290,4
Е.П. Бененсон,             А.Г. ПаутоваИнформатика и ИКТ. Тетрадь для самостоятельной работы. 2 класс. ;99.99.99.99.99.99;;Е.П. Бененсон,             А.Г. Паутова;Информатика и ИКТ. Тетрадь для самостоятельной работы. 2 класс. ;тетрадь;2;0,1;157,3
Е.П. Бененсон,             А.Г. ПаутоваИнформатика и ИКТ. Тетрадь для самостоятельной работы. 3 класс. ;99.99.99.99.99.99;;Е.П. Бененсон,             А.Г. Паутова;Информатика и ИКТ. Тетрадь для самостоятельной работы. 3 класс. ;тетрадь;3;0,1;169,4
Е.П. Бененсон,             А.Г. ПаутоваИнформатика и ИКТ. Тетрадь для самостоятельной работы. 4 класс ;99.99.99.99.99.99;;Е.П. Бененсон,             А.Г. Паутова;Информатика и ИКТ. Тетрадь для самостоятельной работы. 4 класс ;тетрадь;4;0,1;169,4
Паутова А.Г.Информатика и ИКТ. 4 класс. Методическое пособие и комплект компьютерных программ на CD;99.99.99.99.99.99;;Паутова А.Г.;Информатика и ИКТ. 4 класс. Методическое пособие и комплект компьютерных программ на CD;электронное приложение;4;0,18;389,4
