И.С. РукавишниковПриключения Кронтика. В ожидании чудес. Книга для работы взрослых с детьми;99.99.99.99.99.99;;И.С. Рукавишников;Приключения Кронтика. В ожидании чудес. Книга для работы взрослых с детьми;учебное пособие;;0,1;847
Т.М.РагозинаТехнология. Город мастеров. Тетрадь для внеурочной деятельности. 1 класс;99.99.99.99.99.99;;Т.М.Рагозина;Технология. Город мастеров. Тетрадь для внеурочной деятельности. 1 класс;тетрадь;1;0,1;229,9
Т.М.РагозинаТехнология. Город мастеров. Тетрадь для внеурочной деятельности. 2 класс;99.99.99.99.99.99;;Т.М.Рагозина;Технология. Город мастеров. Тетрадь для внеурочной деятельности. 2 класс;тетрадь;2;0,1;169,4
А.В. ПредитИзобразительное искусство. Мы раскрасим целый свет. Тетрадь для внеурочной деятельности. 1 класс;99.99.99.99.99.99;;А.В. Предит;Изобразительное искусство. Мы раскрасим целый свет. Тетрадь для внеурочной деятельности. 1 класс;тетрадь;1;0,1;133,1
А.В. ПредитИзобразительное искусство. Мы раскрасим целый свет. Тетрадь для внеурочной деятельности. 2 класс;99.99.99.99.99.99;;А.В. Предит;Изобразительное искусство. Мы раскрасим целый свет. Тетрадь для внеурочной деятельности. 2 класс;тетрадь;2;0,1;181,5
А.В. ПредитИзобразительное искусство. Мы раскрасим целый свет. Тетрадь для внеурочной деятельности. 3 класс;99.99.99.99.99.99;;А.В. Предит;Изобразительное искусство. Мы раскрасим целый свет. Тетрадь для внеурочной деятельности. 3 класс;тетрадь;3;0,1;145,2
А.В. ПредитИзобразительное искусство. Мы раскрасим целый свет. Тетрадь для внеурочной деятельности. 4 класс;99.99.99.99.99.99;;А.В. Предит;Изобразительное искусство. Мы раскрасим целый свет. Тетрадь для внеурочной деятельности. 4 класс;тетрадь;4;0,1;121
Тер-Минасова С.Г., Узунова Л.М., Курасовская Ю.Б., Робустова В.В.Английский язык. 5 класс. Учебник. Часть 1 + CD;1.2.1.3.9.1;1.2.1.3.9.1;Тер-Минасова С.Г., Узунова Л.М., Курасовская Ю.Б., Робустова В.В.;Английский язык. 5 класс. Учебник. Часть 1 + CD;учебник;5;0,18;389,4
Тер-Минасова С.Г., Узунова Л.М., Курасовская Ю.Б., Робустова В.В.Английский язык. 5 класс. Учебник. Часть 2;1.2.1.3.9.1;1.2.1.3.9.1;Тер-Минасова С.Г., Узунова Л.М., Курасовская Ю.Б., Робустова В.В.;Английский язык. 5 класс. Учебник. Часть 2;учебник;5;0,1;338,8
Тер-Минасова С.Г., Узунова Л.М., Кутьина О.Г., Ясинская Ю.С.Английский язык. 6 класс. Учебник. Часть 1;1.2.1.3.9.2 ;1.2.1.3.9.2 ;Тер-Минасова С.Г., Узунова Л.М., Кутьина О.Г., Ясинская Ю.С.;Английский язык. 6 класс. Учебник. Часть 1;учебник;6;0,1;363
Тер-Минасова С.Г., Узунова Л.М., Кутьина О.Г., Ясинская Ю.С.Английский язык. 6 класс. Учебник. Часть 2;1.2.1.3.9.2 ;1.2.1.3.9.2 ;Тер-Минасова С.Г., Узунова Л.М., Кутьина О.Г., Ясинская Ю.С.;Английский язык. 6 класс. Учебник. Часть 2;учебник;6;0,1;363
Тер-Минасова С.Г., Узунова Л.М., Кононова Е.В., Робустова В.В., Свиридова Т.Б.Английский язык. 7 класс. Учебник. Часть 1;1.2.1.3.9.3;1.2.1.3.9.3;Тер-Минасова С.Г., Узунова Л.М., Кононова Е.В., Робустова В.В., Свиридова Т.Б.;Английский язык. 7 класс. Учебник. Часть 1;учебник;7;0,1;350,9
Тер-Минасова С.Г., Узунова Л.М., Кононова Е.В., Робустова В.В., Свиридова Т.Б.Английский язык. 7 класс. Учебник. Часть 2;1.2.1.3.9.3;1.2.1.3.9.3;Тер-Минасова С.Г., Узунова Л.М., Кононова Е.В., Робустова В.В., Свиридова Т.Б.;Английский язык. 7 класс. Учебник. Часть 2;учебник;7;0,1;350,9
С.Г. Тер-Минасова, Л.М. Узунова,                 О.Г. Кутьина,                  Ю.С. ЯсинскаяАнглийский язык. 8 класс. Учебник. Часть 1;1.2.1.3.9.4;1.2.1.3.9.4;С.Г. Тер-Минасова, Л.М. Узунова,                 О.Г. Кутьина,                  Ю.С. Ясинская;Английский язык. 8 класс. Учебник. Часть 1;учебник;8;0,1;326,7
С.Г. Тер-Минасова, Л.М. Узунова,                 О.Г. Кутьина,                  Ю.С. ЯсинскаяАнглийский язык. 8 класс. Учебник. Часть 2;1.2.1.3.9.4;1.2.1.3.9.4;С.Г. Тер-Минасова, Л.М. Узунова,                 О.Г. Кутьина,                  Ю.С. Ясинская;Английский язык. 8 класс. Учебник. Часть 2;учебник;8;0,1;326,7
Тер-Минасова С.Г., Узунова Л.М., Кононова Е.В., Робустова В.В.Английский язык. 9 класс. Учебник. Часть 1;1.2.1.3.9.5;1.2.1.3.9.5;Тер-Минасова С.Г., Узунова Л.М., Кононова Е.В., Робустова В.В.;Английский язык. 9 класс. Учебник. Часть 1;учебник;9;0,1;326,7
Тер-Минасова С.Г., Узунова Л.М., Кононова Е.В., Робустова В.В.Английский язык. 9 класс. Учебник. Часть 2;1.2.1.3.9.5;1.2.1.3.9.5;Тер-Минасова С.Г., Узунова Л.М., Кононова Е.В., Робустова В.В.;Английский язык. 9 класс. Учебник. Часть 2;учебник;9;0,1;326,7
Тер-Минасова С.Г., Узунова Л.М., Карпова Н.В.Английский язык. 5 класс. Книга для чтения;99.99.99.99.99.99;;Тер-Минасова С.Г., Узунова Л.М., Карпова Н.В.;Английский язык. 5 класс. Книга для чтения;хрестоматия;5;0,1;181,5
Тер-Минасова С.Г., Узунова Л.М., Кутина О.Г.Английский язык. 6 класс. Книга для чтения;99.99.99.99.99.99;;Тер-Минасова С.Г., Узунова Л.М., Кутина О.Г.;Английский язык. 6 класс. Книга для чтения;хрестоматия;6;0,1;278,3
Тер-Минасова С.Г., Робустова В.В., Карпова Н.В.Английский язык. 5 класс. Рабочая тетрадь;99.99.99.99.99.99;;Тер-Минасова С.Г., Робустова В.В., Карпова Н.В.;Английский язык. 5 класс. Рабочая тетрадь;тетрадь;5;0,1;217,8
Тер-Минасова С.Г.,  Кутина О.Г.Английский язык. 6 класс. Рабочая тетрадь;99.99.99.99.99.99;;Тер-Минасова С.Г.,  Кутина О.Г.;Английский язык. 6 класс. Рабочая тетрадь;тетрадь;6;0,1;266,2
С.Г. Тер-Минасова, Е.В. Кононова, В.В. Робустова       Английский язык. 7 класс. Рабочая тетрадь;99.99.99.99.99.99;;С.Г. Тер-Минасова, Е.В. Кононова, В.В. Робустова       ;Английский язык. 7 класс. Рабочая тетрадь;тетрадь;7;0,1;266,2
С.Г. Тер-Минасова и др.Английский язык. 7 класс. Звуковое пособие к учебнику ;99.99.99.99.99.99;;С.Г. Тер-Минасова и др.;Английский язык. 7 класс. Звуковое пособие к учебнику ;электронное приложение;7;0,18;194,7
С.Г. Тер-Минасова и др.Английский язык. 8 класс. Звуковое пособие к учебнику ;99.99.99.99.99.99;;С.Г. Тер-Минасова и др.;Английский язык. 8 класс. Звуковое пособие к учебнику ;электронное приложение;8;0,18;194,7
С.Г. Тер-Минасова и др.Английский язык. Звуковое пособие к учебнику. 9 класс;99.99.99.99.99.99;;С.Г. Тер-Минасова и др.;Английский язык. Звуковое пособие к учебнику. 9 класс;электронное приложение;9;0,18;194,7
Пономарев М.В., Волкова Е.В., Клоков В.А., Тырин С.В.История России. С древнейших времен до середины XVI в. 6 класс. Атлас;99.99.99.99.99.99;;Пономарев М.В., Волкова Е.В., Клоков В.А., Тырин С.В.;История России. С древнейших времен до середины XVI в. 6 класс. Атлас;атлас;6;0,1;40,15
Пономарев М.В., Клоков В.А., Тырин С.В.История России. Середина XVI-XVIII в. 7 класс. Атлас;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История России. Середина XVI-XVIII в. 7 класс. Атлас;атлас;7;0,1;40,15
Пономарев М.В., Клоков В.А., Тырин С.В.История России. XIX в. 8 класс. Атлас;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История России. XIX в. 8 класс. Атлас;атлас;8;0,1;40,15
Пономарев М.В., Клоков В.А., Тырин С.В.История России. XX – начало XXI в. 9 класс. Атлас;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История России. XX – начало XXI в. 9 класс. Атлас;атлас;9;0,1;51,15
Пономарев М.В., Клоков В.А., Тырин С.В.История России. С древнейших времен до середины XVI в. 6 класс. Контурные карты;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История России. С древнейших времен до середины XVI в. 6 класс. Контурные карты;контурные карты;6;0,1;26,95
Пономарев М.В., Клоков В.А., Тырин С.В.История России. Середина XVI-XVIII в. 7 класс. Контурные карты;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История России. Середина XVI-XVIII в. 7 класс. Контурные карты;контурные карты;7;0,1;26,95
Пономарев М.В., Клоков В.А., Тырин С.В.История России. XIX в. 8 класс. Контурные карты;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История России. XIX в. 8 класс. Контурные карты;контурные карты;8;0,1;26,95
Пономарев М.В., Клоков В.А., Тырин С.В.История России. XX – начало XXI в. 9 класс. Контурные карты;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История России. XX – начало XXI в. 9 класс. Контурные карты;контурные карты;9;0,1;26,95
Пономарев М.В., Клоков В.А., Тырин С.В.История древнего мира. 5 класс. Атлас;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История древнего мира. 5 класс. Атлас;атлас;5;0,1;51,15
Пономарев М.В., Клоков В.А., Тырин С.В.История Средних веков. 6 класс. Атлас;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История Средних веков. 6 класс. Атлас;атлас;6;0,1;51,15
Пономарев М.В., Волкова Е.В., Клоков В.А., Тырин С.В.Новая история. Конец XV – конец XVIII в. 7 класс. Атлас. Часть 1;99.99.99.99.99.99;;Пономарев М.В., Волкова Е.В., Клоков В.А., Тырин С.В.;Новая история. Конец XV – конец XVIII в. 7 класс. Атлас. Часть 1;атлас;7;0,1;40,15
Пономарев М.В., Волкова Е.В., Клоков В.А., Тырин С.В.Новая история. Конец XVIII – начало XX в. 8 класс. Атлас. Часть 2;99.99.99.99.99.99;;Пономарев М.В., Волкова Е.В., Клоков В.А., Тырин С.В.;Новая история. Конец XVIII – начало XX в. 8 класс. Атлас. Часть 2;атлас;8;0,1;40,15
Пономарев М.В., Клоков В.А., Тырин С.В.Новейшая история. ХХ век-начало ХХI века. 9 класс. Атлас;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;Новейшая история. ХХ век-начало ХХI века. 9 класс. Атлас;атлас;9;0,1;51,15
Пономарев М.В., Клоков В.А., Тырин С.В.История Древнего мира. 5 класс. Контурные карты;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История Древнего мира. 5 класс. Контурные карты;контурные карты;5;0,1;26,95
Пономарев М.В., Клоков В.А., Тырин С.В.История Средних веков. 6 класс. Контурные карты;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;История Средних веков. 6 класс. Контурные карты;контурные карты;6;0,1;26,95
Пономарев М.В., Клоков В.А., Тырин С.В.Новая история. Конец XV – конец XVIII в. 7 класс. Контурные карты. Часть 1;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;Новая история. Конец XV – конец XVIII в. 7 класс. Контурные карты. Часть 1;контурные карты;7;0,1;26,95
Пономарев М.В., Клоков В.А., Тырин С.В.Новая история. 8 класс. Конец XVIII – конец XX в. Контурные карты. Часть 2;99.99.99.99.99.99;;Пономарев М.В., Клоков В.А., Тырин С.В.;Новая история. 8 класс. Конец XVIII – конец XX в. Контурные карты. Часть 2;контурные карты;8;0,1;26,95
Королькова   Е.С., Суворова  Н.Г.Обществознание. 6 класс. Учебник. Часть 1;99.99.99.99.99.99;;Королькова   Е.С., Суворова  Н.Г.;Обществознание. 6 класс. Учебник. Часть 1;учебник;6;0,1;193,6
Королькова   Е.С., Суворова  Н.Г.Обществознание. 6 класс. Учебник. Часть 2;99.99.99.99.99.99;;Королькова   Е.С., Суворова  Н.Г.;Обществознание. 6 класс. Учебник. Часть 2;учебник;6;0,1;193,6
Суворова  Н.Г., Королькова   Е.С.Обществознание. 7 класс. Учебник;99.99.99.99.99.99;;Суворова  Н.Г., Королькова   Е.С.;Обществознание. 7 класс. Учебник;учебник;7;0,1;217,8
Кишенкова  О.В.Обществознание. 9 класс. Учебник;99.99.99.99.99.99;;Кишенкова  О.В.;Обществознание. 9 класс. Учебник;учебник;9;0,1;217,8
Королькова Е.С.Обществознание. 5 класс. Учебник ;1.2.2.3.2.1;1.2.2.3.2.1;Королькова Е.С.;Обществознание. 5 класс. Учебник ;учебник;5;0,1;350,9
Королькова Е.С.Обществознание. Учебник. 6 класс ; 1.2.2.3.2.2; 1.2.2.3.2.2;Королькова Е.С.;Обществознание. Учебник. 6 класс ;учебник;6;0,1;350,9
Королькова Е.С., Коваль Т.В.Обществознание. Учебник. 7 класс ; 1.2.2.3.2.3; 1.2.2.3.2.3;Королькова Е.С., Коваль Т.В.;Обществознание. Учебник. 7 класс ;учебник;7;0,1;350,9
Королькова Е.С., Коваль Т.В., Королева Г.Э.Обществознание. 8 класс. Учебник; 1.2.2.3.2.4; 1.2.2.3.2.4;Королькова Е.С., Коваль Т.В., Королева Г.Э.;Обществознание. 8 класс. Учебник;учебник;8;0,1;350,9
Королькова Е.С., Коваль Т.В., Королева Г.Э.Обществознание. 9 класс. Учебник;1.2.2.3.2.5 ;1.2.2.3.2.5 ;Королькова Е.С., Коваль Т.В., Королева Г.Э.;Обществознание. 9 класс. Учебник;учебник;9;0,1;350,9
Е.С. Королькова, И.Н. Фёдоров, С.А. ФёдороваОбществознание. Рабочая тетрадь. 5 класс;99.99.99.99.99.99;;Е.С. Королькова, И.Н. Фёдоров, С.А. Фёдорова;Обществознание. Рабочая тетрадь. 5 класс;тетрадь;5;0,1;84,7
Королькова Е.С., Федоров И.Н., Федорова С.А.Обществознание. Рабочая тетрадь. 6 класс;99.99.99.99.99.99;;Королькова Е.С., Федоров И.Н., Федорова С.А.;Обществознание. Рабочая тетрадь. 6 класс;тетрадь;6;0,1;96,8
Е.С. Королькова, И.Н. Фёдоров, С.А. ФёдороваОбществознание. Рабочая тетрадь. 7 класс. ;99.99.99.99.99.99;;Е.С. Королькова, И.Н. Фёдоров, С.А. Фёдорова;Обществознание. Рабочая тетрадь. 7 класс. ;тетрадь;7;0,1;108,9
Е.С. Королькова, И.Н. Фёдоров, С.А. ФёдороваОбществознание. Рабочая тетрадь. 8 класс;99.99.99.99.99.99;;Е.С. Королькова, И.Н. Фёдоров, С.А. Фёдорова;Обществознание. Рабочая тетрадь. 8 класс;тетрадь;8;0,1;133,1
Е.С. Королькова, И.Н. Фёдоров, С.А. ФёдороваОбществознание. Рабочая тетрадь. 9 класс.;99.99.99.99.99.99;;Е.С. Королькова, И.Н. Фёдоров, С.А. Фёдорова;Обществознание. Рабочая тетрадь. 9 класс.;тетрадь;9;0,1;181,5
Суворова  Н.Г.Обществознание. 7 класс. Рабочая тетрадь;99.99.99.99.99.99;;Суворова  Н.Г.;Обществознание. 7 класс. Рабочая тетрадь;тетрадь;7;0,1;72,6
Кишенкова  О.В.Обществознание. 8 класс. Рабочая тетрадь;99.99.99.99.99.99;;Кишенкова  О.В.;Обществознание. 8 класс. Рабочая тетрадь;тетрадь;8;0,1;84,7
Кишенкова  О.В., Федоров И.Н., Федорова С.А.Обществознание. 9 класс. Рабочая тетрадь;99.99.99.99.99.99;;Кишенкова  О.В., Федоров И.Н., Федорова С.А.;Обществознание. 9 класс. Рабочая тетрадь;тетрадь;9;0,1;84,7
В.А. Самкова, Д.И. РокотоваБиология.Учебник. 5 класс;1.2.4.2.7.1 ;1.2.4.2.7.1 ;В.А. Самкова, Д.И. Рокотова;Биология.Учебник. 5 класс;учебник;5;0,1;350,9
Лапшина В.И., Рокотова Д.И.Биология.Учебник. 6 класс;1.2.4.2.7.2 ;1.2.4.2.7.2 ;Лапшина В.И., Рокотова Д.И.;Биология.Учебник. 6 класс;учебник;6;0,1;350,9
А.М. Шереметьева, Д.И. РокотоваБиология. Учебник. 7 класс. Часть 1;1.2.4.2.7.3;1.2.4.2.7.3;А.М. Шереметьева, Д.И. Рокотова;Биология. Учебник. 7 класс. Часть 1;учебник;7;0,1;350,9
А.М. Шереметьева, Д.И. РокотоваБиология. Учебник. 7 класс. Часть 2;1.2.4.2.7.3;1.2.4.2.7.3;А.М. Шереметьева, Д.И. Рокотова;Биология. Учебник. 7 класс. Часть 2;учебник;7;0,1;350,9
В.А. Самкова, Д.И. РокотоваБиология. Рабочая тетрадь. 5 класс;99.99.99.99.99.99;;В.А. Самкова, Д.И. Рокотова;Биология. Рабочая тетрадь. 5 класс;тетрадь;5;0,1;181,5
В.И. Лапшина, Д.И. РокотоваБиология. Рабочая тетрадь. 6 класс;99.99.99.99.99.99;;В.И. Лапшина, Д.И. Рокотова;Биология. Рабочая тетрадь. 6 класс;тетрадь;6;0,1;169,4
Калиничев Н.А.Биология. Тетрадь для проверочных работ. 5 класс;99.99.99.99.99.99;;Калиничев Н.А.;Биология. Тетрадь для проверочных работ. 5 класс;тетрадь;5;0,1;145,2
С.И. Володина, А.М. ПолиевктоваОбществознание. Основы правовых знаний. 8-9 классы. Рабочая тетрадь. Часть 1;99.99.99.99.99.99;;С.И. Володина, А.М. Полиевктова;Обществознание. Основы правовых знаний. 8-9 классы. Рабочая тетрадь. Часть 1;тетрадь;8-9;0,1;96,8
С.И. Володина, А.М. ПолиевктоваОбществознание. Основы правовых знаний. 8-9 классы. Рабочая тетрадь. Часть 2;99.99.99.99.99.99;;С.И. Володина, А.М. Полиевктова;Обществознание. Основы правовых знаний. 8-9 классы. Рабочая тетрадь. Часть 2;тетрадь;8-9;0,1;96,8
Крылова О.В.География. 6 класс. Атлас;99.99.99.99.99.99;;Крылова О.В.;География. 6 класс. Атлас;атлас;6;0,1;70,95
Крылова О.В.География материков и океанов. 7 класс. Атлас;99.99.99.99.99.99;;Крылова О.В.;География материков и океанов. 7 класс. Атлас;атлас;7;0,1;81,95
Крылова О.В.География России. 8 класс. Атлас;99.99.99.99.99.99;;Крылова О.В.;География России. 8 класс. Атлас;атлас;8;0,1;81,95
Крылова О.В.География России. 9 класс. Атлас;99.99.99.99.99.99;;Крылова О.В.;География России. 9 класс. Атлас;атлас;9;0,1;81,95
Крылова О.В.Экономическая и социальная география мира. 10-11 классы. Атлас;99.99.99.99.99.99;;Крылова О.В.;Экономическая и социальная география мира. 10-11 классы. Атлас;атлас;10-11;0,1;81,95
Крылова О.В.География. 6 класс. Контурные карты и сборник задач к атласу;99.99.99.99.99.99;;Крылова О.В.;География. 6 класс. Контурные карты и сборник задач к атласу;контурные карты;6;0,1;33,55
Крылова О.В.География. 7 класс. Контурные карты и сборник задач к атласу;99.99.99.99.99.99;;Крылова О.В.;География. 7 класс. Контурные карты и сборник задач к атласу;контурные карты;7;0,1;33,55
Крылова О.В.География. 8 класс. Контурные карты и сборник задач к атласу;99.99.99.99.99.99;;Крылова О.В.;География. 8 класс. Контурные карты и сборник задач к атласу;контурные карты;8;0,1;37,95
Крылова О.В.География. 9 класс. Контурные карты и сборник задач к атласу;99.99.99.99.99.99;;Крылова О.В.;География. 9 класс. Контурные карты и сборник задач к атласу;контурные карты;9;0,1;37,95
Крылова О.В.География. 10-11 класс. Контурные карты и сборник задач к атласу;99.99.99.99.99.99;;Крылова О.В.;География. 10-11 класс. Контурные карты и сборник задач к атласу;контурные карты;10-11;0,1;37,95
Чесноков А.С., Нешков К.ИДидактические материалы по математике для 5 класса.                                                                      ;99.99.99.99.99.99;;Чесноков А.С., Нешков К.И;Дидактические материалы по математике для 5 класса.                                                                      ;дидактические материалы;5;0,1;145,2
Чесноков А.С., Нешков К.ИДидактические материалы по математике для 6 класса.                                                                   ;99.99.99.99.99.99;;Чесноков А.С., Нешков К.И;Дидактические материалы по математике для 6 класса.                                                                   ;дидактические материалы;6;0,1;169,4
Захарова О.А.Практические задачи по математике. 5-6 классы                  ;99.99.99.99.99.99;;Захарова О.А.;Практические задачи по математике. 5-6 классы                  ;тетрадь;5-6;0,1;84,7
Журин А.А., Корнилаев С.В., Шалашова М.М.Химия. 8 класс. Учебник + CD;99.99.99.99.99.99;;Журин А.А., Корнилаев С.В., Шалашова М.М.;Химия. 8 класс. Учебник + CD;учебник;8;0,18;324,5
Самкова В.А., Шурхал Л.И., Козленко С.И.Экология. Живая планета. Учебное пособие. 5 класс;99.99.99.99.99.99;;Самкова В.А., Шурхал Л.И., Козленко С.И.;Экология. Живая планета. Учебное пособие. 5 класс;учебное пособие;5;0,1;326,7
Самкова В.А., Шурхал Л.И.Экология. Природа, человек, культура.Учебное пособие. 6 класс. ;99.99.99.99.99.99;;Самкова В.А., Шурхал Л.И.;Экология. Природа, человек, культура.Учебное пособие. 6 класс. ;учебное пособие;6;0,1;229,9
Самкова В.А., Шурхал Л.И.Экология. Среды жизни на планете. Учебное пособие. 7 класс.;99.99.99.99.99.99;;Самкова В.А., Шурхал Л.И.;Экология. Среды жизни на планете. Учебное пособие. 7 класс.;учебное пособие;7;0,1;254,1
Самкова В.А.Экология. Экосистемы и человек.Учебное пособие. 8 класс. ;99.99.99.99.99.99;;Самкова В.А.;Экология. Экосистемы и человек.Учебное пособие. 8 класс. ;учебное пособие;8;0,1;326,7
Самкова В.А.Экология. Город, в котором мы живём. Учебное пособие. 9 класс;99.99.99.99.99.99;;Самкова В.А.;Экология. Город, в котором мы живём. Учебное пособие. 9 класс;учебное пособие;9;0,1;387,2
Самкова В.А., Шурхал Л.И.Экология. 5 класс. Практикум;99.99.99.99.99.99;;Самкова В.А., Шурхал Л.И.;Экология. 5 класс. Практикум;тетрадь;5;0,1;84,7
Пономарев М.В., Романов П.М.История России. 6 класс. Тестовые тематические контрольные работы;99.99.99.99.99.99;;Пономарев М.В., Романов П.М.;История России. 6 класс. Тестовые тематические контрольные работы;тесты;6;0,1;66,55
Пономарев М.В., Романов П.М.История России. 7 класс. Тестовые тематические контрольные работы;99.99.99.99.99.99;;Пономарев М.В., Романов П.М.;История России. 7 класс. Тестовые тематические контрольные работы;тесты;7;0,1;66,55
Пономарев М.В., Романов П.М.История России. 8 класс. Тестовые тематические контрольные работы;99.99.99.99.99.99;;Пономарев М.В., Романов П.М.;История России. 8 класс. Тестовые тематические контрольные работы;тесты;8;0,1;66,55
Пономарев М.В., Романов П.М.Готовимся к экзаменам. 9 класс. Тренажер для подготовки к государственной итоговой аттестации за основную школу по истории России;99.99.99.99.99.99;;Пономарев М.В., Романов П.М.;Готовимся к экзаменам. 9 класс. Тренажер для подготовки к государственной итоговой аттестации за основную школу по истории России;тесты;9;0,1;77,55
Королькова Е.С.Обществознание. 6 класс. Тестовые тематические контрольные работы;99.99.99.99.99.99;;Королькова Е.С.;Обществознание. 6 класс. Тестовые тематические контрольные работы;тесты;6;0,1;59,95
Королькова Е.С.Обществознание. 7 класс. Тестовые тематические контрольные работы;99.99.99.99.99.99;;Королькова Е.С.;Обществознание. 7 класс. Тестовые тематические контрольные работы;тесты;7;0,1;59,95
Коваль Т.В.Обществознание. 8 класс. Тестовые тематические контрольные работы;99.99.99.99.99.99;;Коваль Т.В.;Обществознание. 8 класс. Тестовые тематические контрольные работы;тесты;8;0,1;66,55
Королькова Е.С.Готовимся к экзаменам. 9 класс. Тренажер для подготовки к государственной итоговой аттестации за основную школу по обществознанию;99.99.99.99.99.99;;Королькова Е.С.;Готовимся к экзаменам. 9 класс. Тренажер для подготовки к государственной итоговой аттестации за основную школу по обществознанию;тесты;9;0,1;83,05
Крылова   О.В.География. 6 класс. Тестовые тематические контрольные работы;99.99.99.99.99.99;;Крылова   О.В.;География. 6 класс. Тестовые тематические контрольные работы;тесты;6;0,1;59,95
Крылова   О.В.Готовимся к экзаменам. 9 класс. Тренажер для подготовки к государственной итоговой аттестации за основную школу по географии;99.99.99.99.99.99;;Крылова   О.В.;Готовимся к экзаменам. 9 класс. Тренажер для подготовки к государственной итоговой аттестации за основную школу по географии;тесты;9;0,1;77,55
Снастина М.Г.Химия. 8 класс. Тестовые тематические контрольные работы;99.99.99.99.99.99;;Снастина М.Г.;Химия. 8 класс. Тестовые тематические контрольные работы;тесты;8;0,1;55,55
Снастина М.Г.Готовимся к экзаменам. 9 класс. Тренажер для подготовки к государственной итоговой аттестации за основную школу по химии;99.99.99.99.99.99;;Снастина М.Г.;Готовимся к экзаменам. 9 класс. Тренажер для подготовки к государственной итоговой аттестации за основную школу по химии;тесты;9;0,1;66,55
